1997 NAICS,NAICS Part Indicator,1997 NAICS Title,SIC,SIC Part Indicator,SIC Title and Part Description
48531,b,Taxi Service,4899,*,"Communications Services, NEC (taxi cab dispatch services)"
48532,,Limousine Service,4119,*,"Local Passenger Transportation, NEC (limousine rental with driver and automobile rental with driver)"
48541,a,School and Employee Bus Transportation,4151,,School Buses
48541,b,School and Employee Bus Transportation,4119,*,"Local Passenger Transportation, NEC (employee transportation)"
48551,a,Charter Bus Industry,4141,,Local Charter Bus Service
48551,b,Charter Bus Industry,4142,,"Bus Charter Services, Except Local"
485991,,Special Needs Transportation,4119,*,"Local Passenger Transportation, NEC (special needs transportation)"
485999,a,All Other Transit and Ground Passenger Transportation,4111,*,Local and Suburban Transit (airport transportation service)
485999,b,All Other Transit and Ground Passenger Transportation,4119,*,"Local Passenger Transportation, NEC (hearse rental with driver and carpool and vanpool operation)"
48611,,Pipeline Transportation of Crude Oil,4612,,Crude Petroleum Pipelines
48621,a,Pipeline Transportation of Natural Gas,4922,,Natural Gas Transmission
48621,b,Pipeline Transportation of Natural Gas,4923,*,Natural Gas Transmission and Distribution (transmission)
48691,,Pipeline Transportation of Refined Petroleum Products,4613,,Refined Petroleum Pipelines
48699,,All Other Pipeline Transportation,4619,,"Pipelines, NEC"
48711,a,"Scenic and Sightseeing Transportation, Land",4119,*,"Local Passenger Transportation, NEC (sightseeing buses and cable and cog railways, except scenic)"
48711,b,"Scenic and Sightseeing Transportation, Land",4789,*,"Transportation Services, NEC (horse-drawn cabs and carriages)"
48711,c,"Scenic and Sightseeing Transportation, Land",7999,*,"Amusement and Recreation Services, NEC (scenic transport operations, land)"
48721,a,"Scenic and Sightseeing Transportation, Water",4489,*,"Water Transportation of Passengers, NEC (airboats, excursion boats, and sightseeing boats)"
48721,b,"Scenic and Sightseeing Transportation, Water",7999,*,"Amusement and Recreation Services, NEC (charter fishing)"
48799,a,"Scenic and Sightseeing Transportation, Other",4522,*,"Air Transportation, Nonscheduled (sightseeing planes)"
48799,b,"Scenic and Sightseeing Transportation, Other",7999,*,"Amusement and Recreation Services, NEC (aerial tramways, scenic and amusement)"
488111,a,Air Traffic Control,4581,*,"Airports, Flying Fields, and Airport Terminal Services (private air traffic control)"
488111,b,Air Traffic Control,9621,*,Regulation and Administration of Transportation Programs (government air traffic control)
488119,a,Other Airport Operations,4581,*,"Airports, Flying Fields, and Airport Terminal Services (airfreight handling at airports, hangar operations, airport terminal services, aircraft storage, airports, and flying fields)"
488119,b,Other Airport Operations,4959,*,"Sanitary Services, NEC (vacuuming of runways)"
48819,,Other Support Activities for Air Transportation,4581,*,"Airports, Flying Fields, and Airport Terminal Services (aircraft servicing and repairing)"
48821,a,Support Activities for Rail Transportation,4013,*,Railroad Switching and Terminal Establishments (all but short line railroads)
48821,b,Support Activities for Rail Transportation,4741,*,"Rental of Railroad Cars (grain leveling in railroad cars, grain trimming for railroad equipment, precooling of fruits and vegetables in connection with transportation, and railroad car cleaning, icing, ventilating, and heating)"
48821,c,Support Activities for Rail Transportation,4789,*,"Transportation Services, NEC (car loading and unloading; cleaning of railroad ballasts; dining, parlor, sleeping, and other car operations; and railroad maintenance)"
48831,a,Port and Harbor Operations,4491,*,Marine Cargo Handling (dock and pier operations)
48831,b,Port and Harbor Operations,4499,*,"Water Transportation Services, NEC (lighthouse and canal operations)"
48832,,Marine Cargo Handling,4491,*,Marine Cargo Handling (all but dock and pier operations)
48833,a,Navigational Services to Shipping,4492,*,Towing and Tugboat Services
48833,b,Navigational Services to Shipping,4499,*,"Water Transportation Services, NEC (piloting vessels in and out of harbors and marine salvage)"
48839,a,Other Support Activities for Water Transportation,3731,*,Ship Building and Repairing (floating dry docks not associated with a shipyard)
48839,b,Other Support Activities for Water Transportation,4499,*,"Water Transportation Services, NEC (all but lighthouse operations, piloting vessels in and out of harbors, boat and ship rental, marine salvage, and canal operations)"
48839,c,Other Support Activities for Water Transportation,4785,*,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation (marine cargo checkers)
48839,d,Other Support Activities for Water Transportation,7699,*,"Repair Shops and Related Services, NEC (ship scaling)"
48841,,Motor Vehicle Towing,7549,*,"Automotive Services, Except Repair and Carwashes (towing)"
48849,a,Other Support Activities for Road Transportation,4173,,Terminal and Service Facilities for Motor Vehicle Passenger Transportation
48849,b,Other Support Activities for Road Transportation,4231,,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation
48849,c,Other Support Activities for Road Transportation,4785,*,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation (all but marine cargo checkers)
48851,,Freight Transportation Arrangement,4731,*,Arrangement of Transportation of Freight and Cargo (except freight rate auditors and tariff consultants)
488991,,Packing and Crating,4783,,Packing and Crating
488999,a,All Other Support Activities for Transportation,4729,*,"Arrangement of Passenger Transportation, NEC (arrangement of carpools and vanpools)"
488999,b,All Other Support Activities for Transportation,4789,*,"Transportation Services, NEC (pipeline terminals and stockyards for transportation)"
49111,a,Postal Service,4311,,United States Postal Service
49111,b,Postal Service,7389,*,"Business Services, NEC (post office contract stations)"
49211,a,Couriers,4215,*,"Courier Services, Except by Air (hub and spoke intercity delivery)"
49211,b,Couriers,4513,,Air Courier Services
49221,,Local Messengers and Local Delivery,4215,*,"Courier Services, Except by Air (local delivery)"
49311,a,General Warehousing and Storage,4225,*,General Warehousing and Storage (all but self-storage miniwarehouse warehousing)
49311,b,General Warehousing and Storage,4226,*,"Special Warehousing and Storage, NEC (warehousing in foreign trade zones)"
49312,a,Refrigerated Warehousing and Storage,4222,,Refrigerated Warehousing and Storage
49312,b,Refrigerated Warehousing and Storage,4226,*,"Special Warehousing and Storage, NEC (fur storage)"
49313,,Farm Product Warehousing and Storage,4221,,Farm Product Warehousing and Storage
49319,,Other Warehousing and Storage,4226,*,"Special Warehousing and Storage, NEC (all but fur storage and warehousing in foreign trade zones)"
51111,,Newspaper Publishers,2711,,"Newspapers: Publishing, or Publishing and Printing"
51112,a,Periodical Publishers,2721,,"Periodicals: Publishing, or Publishing and Printing"
51112,b,Periodical Publishers,2741,*,Miscellaneous Publishing (shopping news)
51113,a,Book Publishers,2731,*,"Books: Publishing, or Publishing and Printing (except music books)"
51113,b,Book Publishers,2741,*,Miscellaneous Publishing (technical manuals and books)
51114,a,Database and Directory Publishers,2741,*,Miscellaneous Publishing (database publishers)
51114,b,Database and Directory Publishers,7331,*,Direct Mail Advertising Services (mailing list compilers)
511191,,Greeting Card Publishers,2771,*,Greeting Cards (publishing greeting cards)
511199,,All Other Publishers,2741,*,"Miscellaneous Publishing (except database, sheet music, shopping news, and technical manuals and book publishing)"
51121,,Software Publishers,7372,*,Prepackaged Software (software publishing)
51211,,Motion Picture and Video Production,7812,,Motion Picture and Video Tape Production
51212,a,Motion Picture and Video Distribution,7822,*,Motion Picture and Video Tape Distribution (except video tape and cassette wholesalers)
51212,b,Motion Picture and Video Distribution,7829,*,Services Allied to Motion Picture Distribution (commercial distribution film libraries)
512131,,Motion Picture Theaters (except Drive-Ins),7832,,"Motion Picture Theaters, Except Drive-In"
512132,,Drive-In Motion Picture Theaters,7833,,Drive-In Motion Picture Theaters
512191,,Teleproduction and Other Postproduction Services,7819,*,Services Allied to Motion Picture Production (teleproduction and postproduction services)
512199,a,Other Motion Picture and Video Industries,7819,*,"Services Allied to Motion Picture Production (except casting bureaus, wardrobe and equipment rental, talent payment services, teleproduction and other postproduction services, reproduction of videos, and film distributors and other related motion picture"
512199,b,Other Motion Picture and Video Industries,7829,*,Services Allied to Motion Picture Distribution (booking agencies)
51221,,Record Production,8999,*,"Services, NEC (record production)"
51222,,Integrated Record Production/Distribution,3652,*,"Phonograph Records and Prerecorded Audio Tapes and Disks (integrated record companies, except duplication only)"
51223,a,Music Publishers,2731,*,"Books: Publishing, or Publishing and Printing (music books)"
51223,b,Music Publishers,2741,*,Miscellaneous Publishing (sheet music publishing)
51223,c,Music Publishers,8999,*,"Services, NEC (music publishing)"
51224,,Sound Recording Studios,7389,*,"Business Services, NEC (recording studios)"
51229,a,Other Sound Recording Industries,7389,*,"Business Services, NEC (audio taping services)"
51229,b,Other Sound Recording Industries,7922,*,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (producers of radio programs)
513111,,Radio Networks,4832,*,Radio Broadcasting Stations (networks)
513112,,Radio Stations,4832,*,Radio Broadcasting Stations (except networks)
51312,,Television Broadcasting,4833,,Television Broadcasting Stations
51321,,Cable Networks,4841,*,Cable and Other Pay Television Services (cable networks)
51322,,Cable and Other Program Distribution,4841,*,Cable and Other Pay Television Services (except cable networks)
51331,a,Wired Telecommunications Carriers,4813,*,"Telephone Communications, Except Radiotelephone (except resellers)"
51331,b,Wired Telecommunications Carriers,4822,,Telegraph and Other Message Communications
513321,,Paging,4812,*,Radiotelephone Communications (paging carriers)
513322,a,Cellular and Other Wireless Telecommunications,4812,*,Radiotelephone Communications (cellular carriers)
513322,b,Cellular and Other Wireless Telecommunications,4899,*,"Communications Services, NEC (ship-to-shore broadcasting)"
51333,a,Telecommunications Resellers,4812,*,Radio Communications (paging and cellular resellers)
51333,b,Telecommunications Resellers,4813,*,"Telephone Communications, Except Radiotelephone (wired resellers)"
51334,a,Satellite Telecommunications,4899,*,"Communications Services, NEC (satellite communications)"
51334,b,Satellite Telecommunications,4813,*,"Telephone Communications, Except Radiotelephone (satellite resellers)"
51339,,Other Telecommunications,4899,*,"Communications Services, NEC (except radio dispatch, ship-to-shore, and satellite communications)"
51411,,News Syndicates,7383,*,News Syndicates (except independent news correspondents)
51412,a,Libraries and Archives,8231,,Libraries
51412,b,Libraries and Archives,7829,*,Services Allied to Motion Picture Distribution (film archives)
514191,,On-Line Information Services,7375,,Information Retrieval Services
514199,a,All Other Information Services,8999,*,"Services, NEC (miscellaneous information providers)"
514199,b,All Other Information Services,7389,*,"Business Services, NEC (stock photo agencies, press clipping services)"
51421,a,Data Processing Services,7374,,Computer Processing and Data Preparation and Processing Services
51421,b,Data Processing Services,7379,*,"Computer Related Services, NEC (disk and diskette conversion and recertification)"
51421,c,Data Processing Services,7389,*,"Business Services, NEC (microfilm services)"
52111,,Monetary Authorities - Central Bank,6011,,Federal Reserve Banks
52211,a,Commercial Banking,6021,*,National Commercial Banks (banking)
52211,b,Commercial Banking,6022,*,State Commercial Banks (commercial banking)
52211,c,Commercial Banking,6029,,"Commercial Banks, NEC"
52211,d,Commercial Banking,6081,*,Branches and Agencies of Foreign Banks (branches)
52212,a,Savings Institutions,6035,,"Savings Institutions, Federally Chartered"
52212,b,Savings Institutions,6036,,"Savings Institutions, Not Federally Chartered"
52213,a,Credit Unions,6061,,"Credit Unions, Federally Chartered"
52213,b,Credit Unions,6062,,"Credit Unions, Not Federally Chartered"
52219,,Other Depository Credit Intermediation,6022,*,State Commercial Banks (private and industrial banking)
52221,a,Credit Card Issuing,6021,*,National Commercial Banks (credit card issuing)
52221,b,Credit Card Issuing,6022,*,State Commercial Banks (credit card issuing)
52221,c,Credit Card Issuing,6141,*,Personal Credit Institutions (credit card issuing)
52221,d,Credit Card Issuing,6153,*,"Short-Term Business Credit Institutions, Except Agricultural (credit card issuing)"
52222,a,Sales Financing,6141,*,Personal Credit Institutions (installment sales finance)
52222,b,Sales Financing,6153,*,"Short-Term Business Credit Institutions, Except Agricultural (business sales finance)."
52222,c,Sales Financing,6159,*,Miscellaneous Business Credit Institutions (finance leasing combined with sales financing)
522291,,Consumer Lending,6141,*,Personal Credit Institutions (except installment sales finance and credit card issuing)
522292,a,Real Estate Credit,6111,*,Foreign Trade and International Banking Institutions (Federal Land Banks)
522292,b,Real Estate Credit,6162,*,Mortgage Bankers and Loan Correspondents (mortgage bankers and originators)
522292,c,Real Estate Credit,6159,*,Miscellaneous Business Credit Institutions (farm mortgage companies)
522293,a,International Trade Financing,6081,*,Branches and Agencies of Foreign Banks (international trade financing)
522293,b,International Trade Financing,6082,*,Foreign Trade and International Banking Institutions (international trade financing)
